Comment Link,text,id,CommentScore,userid,reputation,posttypeid,creationdate,Flag Type
"36429659","Gotta love the amount of text on this answer which starts with ""in short, ...""","36429659","0","1256925","4329","2","2014-05-16 23:07:46","1"
"36429651","doesn't max (0, 1) give 1 and not 0?","36429651","0","1069252","440","2","2014-05-16 23:07:32","1"
"36429647","yes but not from the right host which is HOST i guess.","36429647","0","3611464","46","2","2014-05-16 23:07:13","1"
"36429639","Please share the code that you have tried already.","36429639","0","3218114","9868","1","2014-05-16 23:06:23","1"
"36429638","that shows me  string(522) ""
About
"" (my pages)","36429638","0","2819619","18","2","2014-05-16 23:06:15","1"
"36429637","*cough* error_log? *cough*","36429637","0","1836618","1529","1","2014-05-16 23:06:05","1"
"36429633","They added grants as indicated by the screenshot.","36429633","0","117259","7146","2","2014-05-16 23:05:38","1"
"36429631","please see my answer. Guess that's what you're looking for, right?","36429631","0","1832745","15558","1","2014-05-16 23:05:27","1"
"36429630","will that store the password too? or they'll have to type that in?","36429630","0","970464","71","2","2014-05-16 23:05:21","1"
"36429627","How do you access this class from the jar file?","36429627","0","1078678","1431","2","2014-05-16 23:05:09","1"
"36429623","This code should not even compile! How did you get what it *returns*?","36429623","0","733637","1029","1","2014-05-16 23:04:51","1"
"36429622","A timeout of `0` isn't much","36429622","0","459897","54948","1","2014-05-16 23:04:47","1"
"36429616","So, I can read those bin files only in the program that created those bin files?","36429616","0","3560681","34","1","2014-05-16 23:04:23","1"
"36429614","Did you resolve this ?","36429614","0","1161874","154","1","2014-05-16 23:04:14","1"
"36429613","No, both files resides in the same namespace.","36429613","0","3603944","8","1","2014-05-16 23:04:14","1"
"36429611","@user1899021 empty set of `Ts` is then illegal.  `, empty{}` makes it legal.","36429611","0","1774667","27375","2","2014-05-16 23:04:13","1"
"36429609","@Marco13 Yes you are right.","36429609","0","3218114","9868","1","2014-05-16 23:03:56","1"
"36429603","Oops. I moved the increment to after the indexing.","36429603","0","1491895","105674","2","2014-05-16 23:03:39","1"
"36429602","Is the MusicData struct in a different assembly? If so, yes you need to switch to public.","36429602","0","1783619","6820","1","2014-05-16 23:03:35","1"
"36429596","No problem, hope you get it","36429596","0","3622039","415","2","2014-05-16 23:03:07","1"
"36429590","KR is teachers program","36429590","0","3560681","34","1","2014-05-16 23:02:39","1"
"36429589","Is it in a different namespace?","36429589","0","1864167","17597","1","2014-05-16 23:02:39","1"
"36429583","`WHERE wi.intwheelID = 4950 AND wi.blnDefaultFinish = 0`? (Or `1`, I didn't quite get it)","36429583","0","3444240","5619","1","2014-05-16 23:02:24","1"
"36429577","if i copy and paste that would that work?, i apologize but i am fairly new with PHP","36429577","0","970464","71","2","2014-05-16 23:02:03","1"
"36429571","Good point; I took ""you"" to mean me, but I guess you meant YOU.","36429571","0","875317","4516","2","2014-05-16 23:01:39","1"
"36429568","https://github.com/KeepSafe/android-resource-remover","36429568","0","366967","1192","1","2014-05-16 23:01:20","1"
"36429566","[so] is a site for specific, answerable problems in software development. This is way off-topic.","36429566","0","1864610","13067","1","2014-05-16 23:01:11","1"
"36429563","@Cubic - Evidence?  In favor of `%` being modulo: http://en.wikipedia.org/wiki/Modulo_operation","36429563","0","247533","91561","2","2014-05-16 23:01:08","1"
"36429561","It is standard on this site to accept an asnwer once one of them is satisfactory.","36429561","0","2665591","555","1","2014-05-16 23:01:07","1"
"36429559","See the Results section I added to the question.","36429559","0","57611","17880","2","2014-05-16 23:00:57","1"
"36429557","Alright, thanks a lot. I'll leave this as unanswered for a bit waiting for eventual others options.","36429557","0","1986598","83","2","2014-05-16 23:00:55","1"
"36429555","What is the combobox data source update mode set to?","36429555","0","17776","5459","1","2014-05-16 23:00:26","1"
"36429554","would you please provide the html code of your document? It's kinda difficult without.","36429554","0","3570781","41","2","2014-05-16 23:00:26","1"
"36429541","That's what I figured, I've gotten too used to using XE2","36429541","0","988445","6709","1","2014-05-16 22:59:45","1"
"36429535","@Eric Leschinski: very bad edition, You had not to go in it","36429535","0","1807373","731","1","2014-05-16 22:59:12","1"
"36429533","Ok. I have update the full code on my qustion Please!review.@showdev","36429533","0","3646332","3","1","2014-05-16 22:59:05","1"
"36429532","Cookies can be edited but may be sufficient dependant on length.","36429532","0","857004","693","1","2014-05-16 22:59:04","1"
"36429530","i think my second connection must be closed , so i did close it but same problem.","36429530","0","3646170","1","2","2014-05-16 22:58:56","1"
"36429529","No, sorry... have a look here https://dl.dropboxusercontent.com/u/23044665/weather/index.html","36429529","0","987680","36","2","2014-05-16 22:58:52","1"
"36429526","Bonus points for making right click go backwards!","36429526","0","3198973","695","1","2014-05-16 22:58:46","1"
"36429521","Jesus Christ. Lol @ whoever voted to close this as ""primarily opinion based"".","36429521","0","2015959","3600","1","2014-05-16 22:58:29","1"
"36429520","You are right, I was using ""\"" in Join which created the error. I do know it is C#!","36429520","0","620444","9039","2","2014-05-16 22:58:21","1"
"36429518","Ah, in that case, I'll finish it up in the morning, it's late here too","36429518","0","1112089","6010","1","2014-05-16 22:58:13","1"
"36429516","http://stackoverflow.com/questions/2757318/how-do-i-read-user-input-in-python-thread","36429516","0","3644600","1","1","2014-05-16 22:58:11","1"
"36429506","Show us your entity class including `import` lines.","36429506","0","3057004","226","1","2014-05-16 22:57:47","1"
"36429502","I just want to know the difference so that I can learn.","36429502","0","1418888","1","1","2014-05-16 22:57:34","1"
"36429499","I'd think your server code would be relevant here. How exactly are you saving it?","36429499","0","1107110","488","1","2014-05-16 22:57:20","1"
"36429493","@BananaMan How do i do that? can you please help","36429493","0","970464","71","1","2014-05-16 22:57:05","1"
"36429488","check the edit please","36429488","0","914779","777","2","2014-05-16 22:56:41","1"
"36429479","I understand that. But why here two different outputs?","36429479","0","1418888","1","2","2014-05-16 22:55:49","1"
"36429473","Great! Glad I could help.","36429473","0","3617886","81","2","2014-05-16 22:55:31","1"
"36429471","I sounds you are doing homework/interviewing for a job .. neither should be answered","36429471","0","668501","4791","1","2014-05-16 22:55:25","1"
"36429469","You're right, updated the answer.","36429469","0","1396122","22","2","2014-05-16 22:55:20","1"
"36429468","Okay thanks, I was hoping it would be easier. Looks like I'll need to re-write the gallery system.","36429468","0","3646352","1","2","2014-05-16 22:55:18","1"
"36429466","I edited the post and added some more information and concrete questions.","36429466","0","3643507","1","1","2014-05-16 22:55:15","1"
"36429464","Excellent, let's hope that stops a few down votes.","36429464","0","857004","693","1","2014-05-16 22:55:05","1"
"36429462","Why the downvote?","36429462","0","1822403","366","1","2014-05-16 22:54:57","1"
"36429461","can you make a sqlfiddle with some sample data?","36429461","0","1491895","105674","2","2014-05-16 22:54:56","1"
"36429459","I have added a code sample of what I was trying. This code won't compile","36429459","0","1751481","8","1","2014-05-16 22:54:51","1"
"36429454","but i want to apply one transformation at a time not all ?","36429454","0","3355043","11","1","2014-05-16 22:54:39","1"
"36429453","Have you tried anything?","36429453","0","2930268","582","1","2014-05-16 22:54:37","1"
"36429445","While a good question, it's not an answer- probably better off as a comment.","36429445","0","857004","693","2","2014-05-16 22:54:18","1"
"36429443","Have you looked into Dependency Injection?","36429443","0","2192409","803","1","2014-05-16 22:54:04","1"
"36429441","@ScottMcGready Okay, edited my post.","36429441","0","2989034","46","1","2014-05-16 22:54:02","1"
"36429440","@Cupcake I just changed it.","36429440","0","2554416","314","1","2014-05-16 22:54:02","1"
"36429433","What is the rendered output inside the `src=""..""` attribute?","36429433","0","1832745","15558","1","2014-05-16 22:53:45","1"
"36429430","this worked out. Is the best approach?","36429430","0","3061689","91","2","2014-05-16 22:53:24","1"
"36429427","And what is 0x00000038; 0x07000000; ? I am a newbie and I am learning the language atm.. :)","36429427","0","3637700","8","2","2014-05-16 22:53:09","1"
"36429424","You just fixed the code in the question. Was the missing closing `}}` just a copy/paste typo?","36429424","0","1832745","15558","1","2014-05-16 22:53:02","1"
"36429423","The ""+"" before `name=`looks wrong.","36429423","0","1855677","98523","1","2014-05-16 22:53:02","1"
"36429419","That worked pretty well.","36429419","0","2676224","23","2","2014-05-16 22:52:38","1"
"36429415","The answer is valid","36429415","0","1789202","1101","2","2014-05-16 22:52:28","1"
"36429413","No, it's not that. You want someone to do your homework which we don't do. Please read the link.","36429413","0","371834","9904","1","2014-05-16 22:52:25","1"
"36429410","Glad I could help!","36429410","0","2253331","1806","2","2014-05-16 22:52:05","1"
"36429408","I did, no effect!","36429408","0","214477","337","2","2014-05-16 22:51:57","1"
"36429407","I agree with @Bruno that the question belongs here rather than elsewhere.","36429407","0","207421","105906","1","2014-05-16 22:51:55","1"
"36429402","I cannot understand the difference for this particular problem.","36429402","0","1418888","1","1","2014-05-16 22:51:38","1"
"36429400","Sorry, I did not understand properly. Can you please explain it","36429400","0","3646332","3","2","2014-05-16 22:51:36","1"
"36429397","yep. still takes a long time.","36429397","0","673654","28","2","2014-05-16 22:51:29","1"
"36429394","It doesn't work for me in Safari.","36429394","0","3113632","184","1","2014-05-16 22:51:17","1"
"36429392","Please edit your question to include the fiddle. Comments are easily lost, buried.","36429392","0","857004","693","1","2014-05-16 22:51:08","1"
"36429391","Yes it works. But when I add the full function then it won't work@showdev","36429391","0","3646332","3","1","2014-05-16 22:50:59","1"
"36429386","What is the problem?","36429386","0","2399024","3882","1","2014-05-16 22:50:42","1"
"36429382","The 'JNP invoker listening port' and the JMX port are for completely different purposes.","36429382","0","207421","105906","1","2014-05-16 22:50:35","1"
"36429381","Please, search before asking questions.","36429381","0","371834","9904","1","2014-05-16 22:50:32","1"
"36429378","Instead of returning `null` from the `catch` block write to the debug log.","36429378","0","2015959","3600","1","2014-05-16 22:50:25","1"
"36429375","How I can debug reading from bin file? it seems to be imposible.","36429375","0","3560681","34","1","2014-05-16 22:49:46","1"
"36429371","Why you don't add those you forgot to the code please.","36429371","0","1586924","3509","2","2014-05-16 22:49:36","1"
"36429368","You're thinking of another three letter agency Fred.","36429368","0","857004","693","2","2014-05-16 22:49:26","1"
"36429362","I can't get it to NOT do what I want it to, that's good!  Haha...  Thanks for the great answer.","36429362","0","1072396","85","2","2014-05-16 22:49:19","1"
"36429361","I hadn't thought of that - cheers! :D!","36429361","0","3389410","10","2","2014-05-16 22:49:15","1"
"36429360","http://jsfiddle.net/uzD4q/","36429360","0","2734369","265","2","2014-05-16 22:49:13","1"
"36429358","Strange I ran `clear()` in my webpage and it removed all html.","36429358","0","1069899","2785","2","2014-05-16 22:49:06","1"
"36429357","Sounds like a datagrid to me. BTW, WPF is a much better choice if you can still switch!","36429357","0","1783619","6820","1","2014-05-16 22:49:03","1"
"36429343","What have you tried so far?","36429343","0","2898694","2041","1","2014-05-16 22:48:17","1"
"36429331","@Boushley gotcha.  See the other answer I just posted which gives the solution I ended up using.","36429331","0","961810","1637","1","2014-05-16 22:47:06","1"
"36429330","Just want to get all the users that have at least 1 row inserted on model subject","36429330","0","3061689","91","1","2014-05-16 22:47:00","1"
"36429329","I am using mvc4 but I will give a shot to the @helper syntax you suggested","36429329","0","1843280","1628","1","2014-05-16 22:47:00","1"
"36429319","-1 because this solution doesn't give the correct result.","36429319","0","385844","22075","2","2014-05-16 22:46:32","1"
"36429318","`in_array` should be change to `array_key_exists` if you want to match the key (ie, a, b, etc).","36429318","0","663668","405","2","2014-05-16 22:46:15","1"
"36429312","I tried that, but it didn't work.","36429312","0","1420768","37","2","2014-05-16 22:46:10","1"
"36429311","Dear downvoter, why? Thanks, Mike","36429311","0","914779","777","2","2014-05-16 22:46:00","1"
"36429307","@Drew He said ""I only started getting this error after I started using proper packaging and SLIME""","36429307","0","1491895","105674","1","2014-05-16 22:45:35","1"
"36429305","I thought you speak spanish Luis! :) Italian too!?","36429305","0","3293881","7070","1","2014-05-16 22:45:30","1"
"36429302","should i close only once ?! and where ?","36429302","0","3646170","1","2","2014-05-16 22:45:24","1"
"36429296","But why? 0.0004 what?","36429296","0","553598","1134","2","2014-05-16 22:45:12","1"
"36429292","Why did my `LEFT OUTER JOIN` produce the same results as `JOIN` then?","36429292","0","2197238","324","2","2014-05-16 22:45:02","1"
"36429289","Excellent idea, @krzychu. Done.","36429289","0","200253","8790","2","2014-05-16 22:44:58","1"
"36429288","Have a look at: https://groups.google.com/forum/#!topic/dropwizard-user/wb6iwrpSrSE","36429288","0","463324","2999","1","2014-05-16 22:44:55","1"
"36429279","@PoByBolek yes, that's to illustrate the ""without repeating delimiter"" part of the question.","36429279","0","385844","22075","1","2014-05-16 22:44:40","1"
"36429275","i want to have an imageview inside this popup. how can i do that ?","36429275","0","1161874","154","2","2014-05-16 22:44:13","1"
"36429272","What do you mean by ""automatize""?","36429272","0","1771817","805","1","2014-05-16 22:44:09","1"
"36429269","Is the single backslash before `users` and `Documents` in the resulting `tempstring` intended?","36429269","0","2640170","1143","1","2014-05-16 22:43:53","1"
"36429268","Ok, give me a few minutes, I'll write up the answer, and a possible solution too.","36429268","0","1112089","6010","1","2014-05-16 22:43:44","1"
"36429251","@Divakar It definitely is Italian :-) Penso che Sparkle sia italiano, ho ragione? :-)","36429251","0","2586922","22803","1","2014-05-16 22:43:10","1"
"36429247","You're using mavenCentral, right? Any chance you have Preferences > Gradle > Offline work set?","36429247","0","2985303","10419","1","2014-05-16 22:43:01","1"
"36429243","That would be a good answer too. Add `normalize-space(...)` to clean up the extra spaces.","36429243","0","3190413","6141","2","2014-05-16 22:42:44","1"
"36429238","Most certainly did! Thanks for that pal you helped a lot!","36429238","0","3050861","6","2","2014-05-16 22:42:24","1"
"36429235","Cheers Petrov!!","36429235","0","277469","173","2","2014-05-16 22:42:08","1"
"36429231","@Bigwave Thanks. I got stuck on that.","36429231","0","64334","10832","2","2014-05-16 22:41:50","1"
"36429227","@Drew But his problem only occurs when using SLIME, which is Emacs-specific.","36429227","0","1491895","105674","1","2014-05-16 22:41:34","1"
"36429223","Post the code, the configuration, and the full stack trace.","36429223","0","438154","66289","1","2014-05-16 22:41:20","1"
"36429221","No it dose not show any JavaScript errors. @showdev","36429221","0","3646332","3","1","2014-05-16 22:41:14","1"
"36429220","@MrSinister13: Thanks; I think that will reduce confusion.","36429220","0","729907","10745","1","2014-05-16 22:41:09","1"
"36429218","@Divakar Write the answer so that this question can be ""closed""","36429218","0","2586922","22803","1","2014-05-16 22:41:05","1"
"36429216","A little explanation helps too.","36429216","0","1634605","886","2","2014-05-16 22:41:01","1"
"36429212","The connection was not closed. The connection's current state is open.","36429212","0","3646170","1","1","2014-05-16 22:40:50","1"
"36429207","I have tried without it but it won't work.@Hugo S. Mendes","36429207","0","3646332","3","1","2014-05-16 22:40:33","1"
"36429206","whats the question?","36429206","0","173397","7960","1","2014-05-16 22:40:30","1"
"36429204","Too much hardcoded values and doors for bugs...look at my answer..","36429204","0","1190534","586","2","2014-05-16 22:40:24","1"
"36429202","Anyone has an idea?","36429202","0","3646098","1","1","2014-05-16 22:40:11","1"
"36429189","`event.currentTarget` will be the thumbnail he clicked on, not one of the tiles he wants to update.","36429189","0","1491895","105674","2","2014-05-16 22:39:40","1"
"36429184","ok, do you know how to cast the old Dataset to a cell?","36429184","0","946478","933","1","2014-05-16 22:39:00","1"
"36429183","That got it.  Thanks man, you are a life saver.","36429183","0","2322333","8","2","2014-05-16 22:38:46","1"
"36429181","That would be in the showform_click event which is called when they go to file-open-showformA","36429181","0","3276666","11","1","2014-05-16 22:38:42","1"
"36429178","And is there a way to do it server side? Or this is the best way?","36429178","0","649669","15","2","2014-05-16 22:38:28","1"
"36429177","`memory.performance.usedJSHeapSize` works just fine in Chrome now.","36429177","0","1348195","36331","1","2014-05-16 22:38:20","1"
"36429176","Are there any javascript errors?","36429176","0","924299","5709","1","2014-05-16 22:38:19","1"
"36429175","I'm using SQL Server and the com.microsoft.sqlserver.jdbc.SQLServerDriver.","36429175","0","2250700","23","1","2014-05-16 22:38:17","1"
"36429171","Please share your code","36429171","0","3300831","2158","1","2014-05-16 22:38:00","1"
"36429170","Show your code, it's a much better description than a paragraph","36429170","0","227299","30381","1","2014-05-16 22:37:59","1"
"36429167","https://dl.dropboxusercontent.com/u/16887656/head.txt Here is head","36429167","0","3353393","14","1","2014-05-16 22:37:47","1"
"36429165","Use a cell instead - `DataSet={'HS31'};` or `{DataSet}` with `xlswrite`","36429165","0","3293881","7070","1","2014-05-16 22:37:44","1"
"36429164","Anyone know why this happens after upgrading to Mavericks etc?","36429164","0","642093","526","2","2014-05-16 22:37:39","1"
"36429162","Sorry, I mean that I *do* see the form that is missing from your example. It renders correctly.","36429162","0","453277","29821","1","2014-05-16 22:37:30","1"
"36429159","can you provide your code?","36429159","0","1735920","2287","1","2014-05-16 22:37:20","1"
"36429157","Yes I am. It's doing exactly what I want without touching the SystemColors so it's perfect!","36429157","0","2755741","46","2","2014-05-16 22:37:14","1"
"36429155","@TimMedora But the point is to see the form render","36429155","0","1843280","1628","1","2014-05-16 22:37:02","1"
"36429146","http://www.angularjs.org/","36429146","0","2734369","265","1","2014-05-16 22:36:36","1"
"36429145","you don't need to use `javascript:`","36429145","0","3195146","141","1","2014-05-16 22:36:34","1"
"36429141","why not post that as an answer? @ZouZou","36429141","0","800619","1282","1","2014-05-16 22:36:16","1"
"36429135","Please upvote if you likey.","36429135","0","1680777","23","2","2014-05-16 22:35:59","1"
"36429132","Did you update something?","36429132","0","987680","36","2","2014-05-16 22:35:47","1"
"36429131","This is a one-device app. It will only run on the TC55.","36429131","0","875317","4516","2","2014-05-16 22:35:41","1"
"36429130","Do you include right versions of itext and poi libraries in your project ?","36429130","0","169895","1896","1","2014-05-16 22:35:35","1"
"36429129","What's the output and what's the desired output?","36429129","0","19868","6187","1","2014-05-16 22:35:28","1"
"36429125","related: http://stackoverflow.com/q/6217453/951890","36429125","0","951890","28050","1","2014-05-16 22:35:16","1"
"36429117","OK, that last comment works well.","36429117","0","875317","4516","2","2014-05-16 22:34:58","1"
"36429113","Nothing showing up in the server error logs?","36429113","0","1112089","6010","1","2014-05-16 22:34:42","1"
"36429110","Are you running the posted code (exactly as it's shown)?","36429110","0","2055998","3314","1","2014-05-16 22:34:30","1"
"36429106","And can we assume you already checked the browser’s error console for any errors?","36429106","0","1427878","28227","1","2014-05-16 22:34:16","1"
"36429104","Awesome, worked perfect, thanks!","36429104","0","1822256","43","2","2014-05-16 22:34:12","1"
"36429097","@Nanashi single page spider works perfectly without it. here is it: 
http://pastebin.com/RvdmtTyw","36429097","0","3371534","66","1","2014-05-16 22:33:34","1"
"36429093","My browser was blocking the pop-ups it said... Thanks very much sir!","36429093","0","3646177","12","2","2014-05-16 22:32:50","1"
"36429087","Do you have indexes on all the fields used in the joins?","36429087","0","1491895","105674","2","2014-05-16 22:32:36","1"
"36429085","@paultrmbrth just escaped ? but it didn't help.","36429085","0","3371534","66","1","2014-05-16 22:32:25","1"
"36429081","I added an answer, although it's not very thorough.","36429081","0","308731","457","1","2014-05-16 22:32:17","1"
"36429080","Yeah, like I said latest version. OS X Mavericks, Safari 7.0.3","36429080","0","1799985","26","1","2014-05-16 22:32:14","1"
"36429079","Here: http://i.imgur.com/KcOH1a7.png","36429079","0","3646096","6","1","2014-05-16 22:32:06","1"
"36429072","What is the Set Role operator doing - it may be causing the problem.","36429072","0","576860","355","1","2014-05-16 22:31:33","1"
"36429068","Please, please (please!) tell me that this is possible to do with `controllers`...?","36429068","0","1153121","911","2","2014-05-16 22:31:23","1"
"36429067","Nice. But add an overload if you want `make_const(1)` to work.","36429067","0","459640","22331","2","2014-05-16 22:31:22","1"
"36429065","Does it make sense now? Yours is of course the right one. I am just trying core JavaScript","36429065","0","2103202","1452","2","2014-05-16 22:31:14","1"
"36429062","Ali, Maybe so, but do you actually code any PHP when using it? I don't see any code.","36429062","0","2662489","2507","1","2014-05-16 22:30:57","1"
"36429059","I appreciate your comments but your suggestion did not work.","36429059","0","1177440","68","2","2014-05-16 22:30:48","1"
"36429057","Have heard of it but haven't tried it yet. Will try it sometime later when I have time.","36429057","0","1649466","1597","2","2014-05-16 22:30:46","1"
"36429046","You could try and leave only one child in the flow, and position the others absolutely …","36429046","0","1427878","28227","1","2014-05-16 22:30:23","1"
"36429045","You could always use `sprintf`... But you probably shouldn't.","36429045","0","241039","8290","1","2014-05-16 22:30:22","1"
"36429043","Sorry, my bad. I've just edited the code.","36429043","0","3646305","1","1","2014-05-16 22:30:12","1"
"36429037","Would you consider using gradle?  It's much simpler in my opinion to use","36429037","0","3587555","1045","2","2014-05-16 22:29:57","1"
"36429034","ok so i took that out and the fontsize still did not change","36429034","0","1198127","246","1","2014-05-16 22:29:48","1"
"36429029","ok Thanks all of you for your answers. I got solution now.","36429029","0","2737980","1","2","2014-05-16 22:29:19","1"
"36429028","@developerwjk Yes I am just updating my post.","36429028","0","3218114","9868","2","2014-05-16 22:29:18","1"
"36429027","Hi, this query takes forever to run on not too big of a dataset. Why is that?","36429027","0","673654","28","2","2014-05-16 22:29:11","1"
"36429025","drupal is written in php","36429025","0","548319","86","1","2014-05-16 22:29:01","1"
"36429021","I edited my post to answer everyone's questions.","36429021","0","890803","154","1","2014-05-16 22:28:44","1"
"36429020","It works for me, see the fiddle.","36429020","0","1491895","105674","2","2014-05-16 22:28:36","1"
"36429019",":new is below if you see only available for admin though.","36429019","0","2434321","109","1","2014-05-16 22:28:36","1"
"36429018","@Squonk well played","36429018","0","1380752","24634","1","2014-05-16 22:28:34","1"
"36429017","Add it to the group-by, or select it as a MAX or MIN...","36429017","0","2792531","9598","1","2014-05-16 22:28:33","1"
"36429016","dough.... thanks","36429016","0","1832932","123","2","2014-05-16 22:28:29","1"
"36429014","Oh, the question had a Java tag when I opened it.","36429014","0","1396122","22","2","2014-05-16 22:28:24","1"
"36429008","I also believe you miss a `)` and have an extra `;` in your `if` statement.","36429008","0","274579","2138","2","2014-05-16 22:28:00","1"
"36429006","So you're experiencing an error in Solr, not in MySQL, correct?","36429006","0","731240","1403","1","2014-05-16 22:27:59","1"
"36429004","@user3595005 [**See this**](http://3v4l.org/Ojtsm)","36429004","0","2253331","1806","2","2014-05-16 22:27:58","1"
"36429001","FYI: it's in the ""Parameter Expansion"" section, along with a lot of other nifty tricks.","36429001","0","600467","149","2","2014-05-16 22:27:51","1"
"36428999","which mysql-version?","36428999","0","459897","54948","1","2014-05-16 22:27:46","1"
"36428998","perhaps browser have limits on how quickly you can open numerous windows. Could try setting a delay","36428998","0","1175966","34357","1","2014-05-16 22:27:42","1"
"36428992","How exactly do you define `average price`?","36428992","0","2055998","3314","1","2014-05-16 22:27:26","1"
"36428991","Is this C? The OP asked for a C answer.","36428991","0","274579","2138","2","2014-05-16 22:27:19","1"
"36428988","@Igorek Yes i am... any ideas?","36428988","0","505990","1569","1","2014-05-16 22:27:03","1"
"36428987","Can you show us the full errors please?","36428987","0","701092","34287","1","2014-05-16 22:27:01","1"
"36428984","Do you think it's an answer for you :)","36428984","0","3587555","1045","1","2014-05-16 22:26:45","1"
"36428981","Moreover, I'm using MinGW, I have the .a libs (libglfw3.a & glfw3.dll.a )","36428981","0","3646096","6","1","2014-05-16 22:26:38","1"
"36428976","are you serving the file through apache?","36428976","0","1331430","23895","1","2014-05-16 22:26:23","1"
"36428975","What do you mean by ""better""?  What's wrong with your current approach?","36428975","0","731240","1403","1","2014-05-16 22:26:20","1"
"36428972","^ ding, only strings have spaces, other datatypes don't","36428972","0","965051","116418","1","2014-05-16 22:26:16","1"
"36428971","I think I'd prefer `const T&` to `const T&&`, as the later is entirely pointless","36428971","0","845092","24598","2","2014-05-16 22:26:15","1"
"36428968","What is the purpose of the first line? And you have to handle the case of having an empty list.","36428968","0","85615","2389","1","2014-05-16 22:26:06","1"
"36428965","I'm gonna quit Objective-C lol.. :(","36428965","0","3230012","87","2","2014-05-16 22:26:02","1"
"36428961","Wrapping strings in alerts will magically make them numbers, how useful ?","36428961","0","965051","116418","2","2014-05-16 22:25:41","1"
"36428959","Yes, I have both libs. The error is ""unresolved reference"" in the GLFW functions.","36428959","0","3646096","6","1","2014-05-16 22:25:37","1"
"36428958","that works like a charm. thanks for quick response :-)","36428958","0","3645683","1","2","2014-05-16 22:25:35","1"
"36428955","And what would your program be doing while it is waiting for the user to push `x` or `X`?","36428955","0","434551","9059","1","2014-05-16 22:25:31","1"
"36428950","I thought trim means to remove empty spaces not convert into a string.","36428950","0","2632093","81","1","2014-05-16 22:25:12","1"
"36428941","`GROUP BY type, car_numbers` ???  Why would you want to group by `car_numbers`???","36428941","0","2055998","3314","2","2014-05-16 22:24:49","1"
"36428935","No need @Antonio.  Luis Mendo has solved your problem.  Thank you anyway!","36428935","0","3250829","1492","1","2014-05-16 22:24:37","1"
"36428933","What do you mean by ""watch""?","36428933","0","90848","48328","1","2014-05-16 22:24:35","1"
"36428931","which is a little over two years old.","36428931","0","965051","116418","1","2014-05-16 22:24:28","1"
"36428927","Nope, that code doesn't fix it. It still keeps the variable `firstTd` as a string.","36428927","0","1256925","4329","2","2014-05-16 22:24:12","1"
"36428925","angular.version.full holds the full version (e.g. ""1.2.16"") as a string","36428925","0","2565274","66","2","2014-05-16 22:24:11","1"
"36428920","@PadraicCunningham After the initial shuffle they are coming from the same item list","36428920","0","1760529","230","1","2014-05-16 22:23:54","1"
"36428919","Could you add some images as examples; some screenshots of what you want and what you get?","36428919","0","318704","496","1","2014-05-16 22:23:53","1"
"36428917","Have you tried using","36428917","0","654666","2480","1","2014-05-16 22:23:47","1"
"36428913","sorry but when i try your code the result is ['hello,', 'how', 'are', 'you']","36428913","0","3620442","6","2","2014-05-16 22:23:39","1"
"36428911","is this a solution now :)","36428911","0","2103202","1452","2","2014-05-16 22:23:32","1"
"36428906","This is an implicit conversion, no cast needed.","36428906","0","103167","144715","2","2014-05-16 22:23:09","1"
"36428905","It might be best to ask on the theme developers website or on the themeforest forums.","36428905","0","3204827","3494","1","2014-05-16 22:23:03","1"
"36428904","Try adding an ""clip.stop()""","36428904","0","919710","782","2","2014-05-16 22:23:00","1"
"36428903","As long as it's still working and you're happy with it, that's all that matters!","36428903","0","341994","51692","1","2014-05-16 22:22:59","1"
"36428900","Doesn't display an error just a blank white page.","36428900","0","1461158","84","2","2014-05-16 22:22:48","1"
"36428897","Python's `-u` means unbuffered stdio, doubt it applies here though(?)","36428897","0","705086","3031","1","2014-05-16 22:22:43","1"
"36428896","really, thanks for the educational answer","36428896","0","2632093","81","2","2014-05-16 22:22:41","1"
"36428895","This is not an answer, but a request for clarification. Please post this as a comment instead.","36428895","0","1256925","4329","2","2014-05-16 22:22:37","1"
"36428891","It's all related to each other
I have deleted the other tages","36428891","0","2197669","1","1","2014-05-16 22:22:03","1"
"36428884","I'm using 1.7.2","36428884","0","2998021","12","1","2014-05-16 22:21:53","1"
"36428881","is this for windows? where to get it?","36428881","0","533426","1143","1","2014-05-16 22:21:50","1"
"36428880","@chiliNUT - good eyes, didn't even notice, why would anyone trim a number ?","36428880","0","965051","116418","1","2014-05-16 22:21:47","1"
"36428875","Sorry I'm new and I don't know how to do that you ask me, Can you tell me how?","36428875","0","3524791","1","2","2014-05-16 22:21:42","1"
"36428872","@Sandspy : Check the link I have provided.. that will help you...","36428872","0","1066828","8044","1","2014-05-16 22:21:35","1"
"36428868","Do you have `libglfw3.dll` in addition to `glfw3.dll`?","36428868","0","701092","34287","1","2014-05-16 22:21:15","1"
"36428866","What are the new errors ? Still the same problem ?","36428866","0","2963738","88","1","2014-05-16 22:21:09","1"
"36428865","Yes, at least I have settings for that.","36428865","0","554903","159","1","2014-05-16 22:21:08","1"
"36428864","you can always try the loadXMLString() routines further down the w3fools page...","36428864","0","2317490","3384","1","2014-05-16 22:21:08","1"
"36428851","And to be helpful, the reason it will not work is because ""live"" has been changed to ""on""","36428851","0","399698","2710","1","2014-05-16 22:20:33","1"
"36428831","Try declaring the Textview outside of the listener and setting it in the onItemClick","36428831","0","3208736","91","1","2014-05-16 22:19:32","1"
